,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
3055,2,1,4,2,2,1,1,1,1,2,1,2,2,3,2,1,1,1,2,3,2,2
6624,1,1,5,1,3,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,4
6883,3,2,2,1,2,1,2,1,9,1,3,1,1,3,2,1,1,2,2,4,6,1
7359,1,3,8,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,4,1,4
789,4,1,1,2,8,1,1,1,10,1,5,2,2,3,2,1,1,1,2,2,4,1
2373,1,1,4,2,2,1,1,1,1,2,1,2,2,3,3,1,1,1,2,2,1,2
710,2,3,4,1,2,1,2,1,1,2,2,3,3,3,2,1,1,1,3,2,3,1
6127,1,3,5,1,1,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,3
6651,2,1,5,1,3,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,4
2445,1,2,4,2,2,1,1,1,9,2,1,2,2,1,3,1,1,1,2,3,2,2
737,1,3,3,2,8,1,1,1,5,1,5,2,2,3,2,1,1,1,2,3,4,1
2697,1,1,5,2,2,1,1,1,9,2,1,2,2,3,2,1,1,1,2,2,2,2
1414,2,2,4,1,2,1,2,1,2,2,2,2,3,3,2,1,1,1,3,3,3,1
957,2,2,3,2,8,1,2,2,4,2,1,2,2,3,2,1,1,1,2,8,2,2
5521,3,2,4,1,2,1,2,2,9,1,1,2,3,3,5,1,1,1,3,4,2,3
7333,4,2,3,1,2,1,2,1,5,1,3,2,2,3,2,1,1,2,2,4,4,1
1127,1,2,3,1,2,1,2,1,2,2,2,2,3,3,2,1,1,1,3,2,3,1
544,1,3,3,2,7,1,1,1,9,1,5,2,2,3,2,1,1,1,2,3,4,7
3916,1,1,1,1,1,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,2,1
1669,1,1,1,2,8,1,1,1,5,1,5,2,2,3,2,1,1,1,2,2,4,1
5908,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4
5027,1,3,2,2,1,1,1,1,1,2,1,3,2,3,2,1,1,1,2,1,4,6
932,1,3,1,2,8,1,1,1,10,1,5,2,2,3,2,1,1,1,2,2,4,1
7632,2,1,5,1,5,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,4
2939,1,2,5,2,2,1,1,1,4,2,1,2,2,2,3,1,1,1,2,2,2,2
7900,3,1,4,1,3,1,1,2,3,2,3,2,1,1,2,1,1,1,3,4,2,4
3185,2,1,2,2,2,1,1,1,6,2,1,2,2,2,2,1,1,1,2,3,2,2
6395,1,3,3,1,2,1,2,1,5,1,3,1,2,3,2,1,1,2,2,4,4,1
7530,1,3,4,1,2,2,1,1,4,1,3,2,2,4,4,1,3,1,2,6,5,3
7725,3,3,4,1,5,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,2
5858,3,3,6,2,2,1,1,1,9,1,3,2,2,6,8,1,1,2,3,4,5,5
4157,2,2,2,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,4
879,2,2,3,2,7,1,2,2,9,2,1,2,2,3,2,1,1,1,2,2,2,2
3621,1,2,2,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,2,4
5849,1,1,4,1,3,1,1,2,3,2,3,1,1,1,2,1,1,1,3,4,2,2
7660,1,3,4,1,5,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,2
7926,3,3,4,1,2,2,1,1,7,1,3,2,2,4,4,1,2,1,2,9,5,3
601,2,2,3,1,2,1,2,1,10,2,2,3,3,3,2,1,1,1,3,2,3,1
4477,2,2,1,1,1,1,1,1,2,1,1,1,1,5,7,1,1,1,1,1,1,4
408,1,1,4,2,8,1,1,1,9,1,4,2,4,3,2,1,1,1,2,2,1,4
6703,2,3,5,1,1,1,1,2,3,2,3,2,1,1,1,1,1,1,3,4,2,4
7074,3,3,5,1,1,1,1,2,3,2,3,2,1,3,1,1,1,1,3,4,2,2
6318,1,1,5,1,5,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,3
1533,2,2,2,1,2,1,2,1,10,2,2,3,3,3,2,1,1,1,3,2,4,1
7308,1,2,3,1,2,1,2,1,5,1,3,1,2,3,2,1,1,2,2,4,4,1
7990,3,3,2,1,2,1,2,1,9,1,3,1,2,3,2,1,1,2,2,4,6,1
7875,3,3,4,1,5,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,2
5080,2,1,1,1,1,1,1,1,5,1,1,1,1,7,7,1,1,1,1,1,2,2
3611,2,1,4,2,2,1,1,1,9,2,1,2,2,1,3,1,1,1,2,2,2,2
3341,2,2,2,2,2,1,1,1,6,2,1,2,2,2,3,1,1,1,2,3,2,2
6940,2,1,4,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,4,2,4
1768,1,1,1,2,7,1,1,1,1,1,4,2,4,3,2,1,1,1,2,2,1,1
4047,1,2,3,1,4,1,1,2,6,1,1,2,2,3,2,1,1,1,2,3,4,2
1883,2,2,4,2,2,1,1,1,9,2,1,2,2,2,1,1,1,1,2,3,2,2
7055,3,3,4,1,5,1,1,2,3,2,3,1,1,1,2,1,1,1,3,4,2,4
2842,1,2,5,2,2,1,1,1,1,2,1,2,2,3,1,1,1,1,2,2,2,2
6559,3,3,4,1,5,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,3
576,1,3,1,2,8,1,1,1,4,1,5,2,2,3,2,1,1,1,2,2,4,1
6867,2,1,4,1,1,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,4
676,1,1,4,2,8,1,1,1,4,1,4,2,4,3,2,1,1,1,2,2,1,1
4817,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2
1775,1,2,3,1,2,1,2,1,4,2,2,3,2,3,2,1,1,1,3,3,3,1
7998,3,3,4,1,2,2,1,1,4,1,3,2,2,4,4,1,2,1,2,2,2,3
1731,2,3,2,1,2,1,2,1,4,2,2,3,3,3,2,1,1,1,3,3,3,1
7676,3,1,4,1,1,1,1,2,3,2,3,2,2,3,1,1,1,1,3,4,2,4
177,1,1,1,2,8,1,1,1,5,1,5,2,2,3,2,1,1,1,2,2,6,7
2943,1,1,4,2,2,1,1,1,6,2,1,2,2,3,3,1,1,1,2,3,2,2
1320,1,3,3,2,6,1,1,2,4,1,2,2,2,3,2,1,1,1,2,2,4,1
1691,2,2,2,1,2,1,2,1,1,2,2,3,3,3,2,1,1,1,3,2,3,1
2252,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2
3704,2,2,5,2,2,1,1,1,6,2,1,2,2,3,3,1,1,1,2,2,1,2
2656,1,1,5,2,2,1,1,1,1,2,1,2,2,2,3,1,1,1,2,3,2,2
4963,2,3,6,2,2,1,1,1,9,1,3,2,2,3,8,1,1,2,3,4,5,5
328,4,1,3,2,7,1,1,1,5,1,5,2,2,3,2,1,1,1,2,3,6,1
5505,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3322,1,2,2,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,2,2
3527,2,1,5,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,3,1,2
7847,3,3,4,1,1,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,2
7514,3,1,4,1,3,1,1,2,3,2,3,2,2,3,1,1,1,1,3,4,2,2
4119,1,1,2,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,2,4
5956,2,1,1,1,1,1,1,1,2,1,1,1,1,7,7,1,1,1,1,1,1,2
3355,2,2,2,2,2,1,1,1,6,2,1,2,2,3,1,1,1,1,2,2,1,2
2118,1,1,2,2,2,1,1,1,6,2,1,2,2,2,2,1,1,1,2,3,2,2
4568,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4
5920,1,3,6,2,1,1,1,1,2,2,1,2,3,3,2,1,1,1,2,1,2,6
2358,1,1,4,2,2,1,1,1,4,2,1,2,2,1,3,1,1,1,2,2,2,2
2650,1,2,5,2,2,1,1,1,9,2,1,2,2,2,3,1,1,1,2,3,2,2
1144,1,2,3,1,2,1,2,1,4,2,2,3,2,3,2,1,1,1,3,2,4,1
4739,2,2,2,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,2
4416,2,1,4,2,2,1,1,1,6,2,1,2,2,3,3,1,1,1,2,3,2,2
2571,1,1,4,2,2,1,1,1,9,2,1,2,2,3,3,1,1,1,2,2,1,2
2020,1,1,2,2,2,1,1,1,4,2,1,2,2,2,1,1,1,1,2,3,1,2
1402,2,3,2,1,2,1,2,1,4,2,2,2,2,3,2,1,1,1,3,2,3,1
3552,2,1,4,2,2,1,1,1,6,2,1,2,2,2,1,1,1,1,2,2,1,2
1765,2,3,2,1,2,1,2,1,4,2,2,2,3,3,2,1,1,1,3,2,3,1
7983,2,3,4,1,2,1,1,1,9,1,1,4,4,7,5,1,1,2,2,4,1,2
181,2,2,4,1,2,1,1,2,5,1,2,2,2,3,2,1,1,1,2,3,2,6
6612,2,3,5,1,5,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,2
1163,1,3,3,1,2,1,2,1,10,2,2,3,3,3,2,1,1,1,3,3,4,1
7556,3,1,5,1,1,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,2
994,2,3,3,1,2,1,2,1,4,2,2,3,3,3,2,1,1,1,3,3,3,1
6712,1,3,5,1,1,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,2
5480,3,3,7,2,2,1,1,1,11,1,3,2,2,3,2,1,1,2,3,4,5,5
2764,1,2,2,2,2,1,1,1,4,2,1,2,2,3,1,1,1,1,2,2,2,2
2283,1,1,4,2,2,1,1,1,1,2,1,2,2,3,1,1,1,1,2,3,1,2
6752,2,1,4,1,3,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,2
6410,1,3,4,1,1,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,2
3921,2,2,5,2,2,1,1,1,4,2,1,2,2,2,2,1,1,1,2,3,2,2
7527,4,2,2,1,2,1,2,1,5,1,3,1,1,3,2,1,1,2,2,4,4,1
4304,2,1,2,2,2,1,1,1,9,2,1,2,2,1,2,1,1,1,2,2,1,2
41,1,2,4,1,2,1,1,2,5,1,2,2,2,3,2,1,1,1,2,3,1,6
4017,1,2,2,2,2,1,1,1,6,2,1,2,2,2,3,1,1,1,2,2,2,2
5556,2,1,7,2,2,1,1,1,11,1,3,2,2,3,8,1,1,2,3,4,5,5
2860,2,1,4,2,2,1,1,1,9,2,1,2,2,1,1,1,1,1,2,3,2,2
2132,2,2,4,2,2,1,1,1,4,2,1,2,2,2,2,1,1,1,2,2,1,2
217,1,1,3,2,8,1,1,1,9,1,5,2,2,3,2,1,1,1,2,2,4,1
185,4,3,3,2,8,1,1,1,5,1,5,2,2,3,2,1,1,1,2,2,4,7
5824,2,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,2,2
2680,1,1,4,2,2,1,1,1,4,2,1,2,2,2,1,1,1,1,2,2,1,2
1180,1,1,1,2,8,1,1,1,1,1,4,2,4,3,2,1,1,1,2,3,1,1
2098,1,3,4,1,2,1,2,1,10,2,2,2,2,3,2,1,1,1,3,2,3,1
1429,1,3,4,1,2,1,2,1,1,2,2,2,3,3,2,1,1,1,3,2,4,1
5210,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,4
683,1,2,4,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2
7612,3,1,5,1,5,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,4
2884,1,2,2,2,2,1,1,1,4,2,1,2,2,3,1,1,1,1,2,3,1,2
87,2,1,4,2,8,1,1,1,9,1,4,2,4,3,2,1,1,1,2,3,1,1
3915,2,1,5,2,2,1,1,1,4,2,1,2,2,3,1,1,1,1,2,2,2,2
7488,2,1,4,1,5,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,2
2249,1,1,2,2,2,1,1,1,6,2,1,2,2,2,3,1,1,1,2,2,1,2
5263,2,3,5,2,2,1,1,1,9,1,3,2,2,3,2,1,1,2,3,4,5,5
1084,2,2,2,1,2,1,2,1,1,2,2,2,3,3,2,1,1,1,3,2,4,1
4619,2,2,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1
7774,3,1,5,1,1,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,3
1535,1,3,2,1,2,1,2,1,1,2,2,3,3,3,2,1,1,1,3,3,3,1
257,4,1,3,2,8,1,1,1,5,1,5,2,2,3,2,1,1,1,2,3,6,1
3862,1,1,2,2,2,1,1,1,6,2,1,2,2,2,1,1,1,1,2,2,1,2
7510,2,3,4,1,3,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,2
730,1,2,4,1,2,1,2,1,4,2,2,3,2,3,2,1,1,1,3,2,4,1
3080,2,1,5,2,2,1,1,1,1,2,1,2,2,1,3,1,1,1,2,2,1,2
5927,1,1,4,1,1,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,3
2542,1,2,2,2,2,1,1,1,6,2,1,2,2,3,1,1,1,1,2,2,2,2
4332,1,1,2,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,1,1,2,2
4834,1,3,3,1,4,1,1,2,1,1,1,2,2,3,2,1,1,1,2,2,2,2
5831,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1
1867,1,3,4,1,2,1,2,1,4,2,2,2,3,3,2,1,1,1,3,3,3,1
6632,1,3,4,1,3,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,2
543,2,2,4,1,2,1,2,1,4,2,2,2,2,3,2,1,1,1,3,3,3,1
8000,1,1,4,1,2,1,1,1,9,1,1,4,4,7,5,1,1,2,2,4,1,4
2877,2,2,2,2,2,1,1,1,1,2,1,2,2,2,3,1,1,1,2,2,1,2
1034,2,2,3,1,2,1,2,1,1,2,2,3,3,3,2,1,1,1,3,3,3,1
1346,1,3,3,1,2,1,2,1,1,2,2,3,3,3,2,1,1,1,3,3,4,1
5677,2,3,6,2,1,1,1,1,9,2,1,3,2,3,2,1,1,1,2,1,4,1
3567,2,1,5,2,2,1,1,1,6,2,1,2,2,2,2,1,1,1,2,2,2,2
4601,2,2,2,1,1,1,1,1,1,1,1,1,1,5,7,1,1,1,1,1,2,2
7760,1,3,2,1,2,1,2,1,1,1,3,2,2,3,2,1,1,2,2,4,6,1
6761,3,2,2,1,2,1,2,1,1,1,3,1,2,3,2,1,1,2,2,4,4,1
7717,2,3,4,1,3,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,2
381,1,1,3,2,7,1,1,1,9,1,5,2,2,3,2,1,1,1,2,3,4,7
56,4,3,3,2,7,1,1,1,9,1,5,2,2,3,2,1,1,1,2,2,6,1
69,2,2,1,2,8,1,2,2,1,2,1,2,2,3,2,1,1,1,2,2,2,2
3875,1,2,7,1,4,1,1,2,6,1,1,2,2,3,2,1,1,1,2,3,4,2
4614,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2
7536,1,3,4,1,2,2,1,1,8,1,3,2,2,4,4,1,3,1,2,5,5,3
1965,1,1,5,2,2,1,1,1,9,2,1,2,2,3,3,1,1,1,2,2,2,2
1726,2,3,4,1,2,1,2,1,10,2,2,3,2,3,2,1,1,1,3,3,4,1
7816,1,3,2,1,2,1,2,1,9,1,3,1,1,3,2,1,1,2,2,4,6,1
4404,2,2,1,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,1,1,1,2
6257,2,3,5,1,3,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,3
8064,3,3,4,1,2,2,1,1,8,1,3,2,2,4,4,1,3,1,2,6,2,3
4913,2,3,2,2,1,1,1,1,1,2,1,3,2,3,2,1,1,1,2,1,4,1
4791,2,2,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,2
445,1,3,3,2,8,1,1,1,4,1,5,2,2,3,2,1,1,1,2,2,6,1
2344,1,1,2,2,2,1,1,1,6,2,1,2,2,2,1,1,1,1,2,3,2,2
763,1,1,4,2,8,1,1,1,9,1,4,2,4,3,2,1,1,1,2,3,4,4
4081,2,2,1,1,1,1,1,1,5,1,1,1,1,1,7,1,1,1,1,1,2,4
8029,3,3,3,1,2,1,2,1,9,1,3,2,1,3,2,1,1,2,2,4,4,1
7378,2,3,4,1,5,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,2
6915,3,3,5,1,3,1,1,2,3,2,3,2,1,1,1,1,1,1,3,4,2,4
5936,2,1,7,2,2,1,1,1,11,1,3,2,2,3,2,1,1,2,3,4,5,5
7905,1,1,5,1,1,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,4
1618,1,2,4,1,2,1,2,1,2,2,2,3,3,3,2,1,1,1,3,2,4,1
965,2,3,4,2,6,1,1,2,9,1,2,2,2,3,2,1,1,1,2,3,4,1
3443,1,3,3,1,4,1,1,2,6,1,1,2,2,3,2,1,1,1,2,2,4,2
1242,2,3,3,2,6,1,1,2,9,1,2,2,2,3,2,1,1,1,2,2,4,6
19,4,3,1,2,7,1,1,1,10,1,5,2,2,3,2,1,1,1,2,2,4,7
6827,3,1,4,1,5,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,2
2302,1,2,2,2,2,1,1,1,9,2,1,2,2,1,2,1,1,1,2,3,1,2
4405,2,1,1,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,1,1,2,4
3027,2,2,5,2,2,1,1,1,1,2,1,2,2,3,1,1,1,1,2,2,1,2
6962,1,3,4,1,5,1,1,2,3,2,3,1,1,3,1,1,1,1,3,4,2,3
2464,1,2,2,2,2,1,1,1,1,2,1,2,2,2,3,1,1,1,2,3,2,2
4848,2,1,2,1,1,1,1,1,2,1,1,1,1,7,5,1,1,1,1,1,2,2
751,2,3,3,2,7,1,2,2,4,2,1,2,2,3,2,1,1,1,2,8,2,2
6912,1,3,5,1,1,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,2
6449,2,3,5,1,5,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,3
2598,1,1,2,2,2,1,1,1,9,2,1,2,2,2,2,1,1,1,2,3,2,2
476,4,1,3,2,7,1,1,1,9,1,5,2,2,3,2,1,1,1,2,2,6,1
6464,3,1,4,1,5,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,3
6785,1,3,4,1,1,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,2
3898,2,2,2,2,2,1,1,1,4,2,1,2,2,3,2,1,1,1,2,2,1,2
468,2,1,1,2,7,1,1,1,9,1,4,2,4,3,2,1,1,1,2,2,4,4
7251,3,3,5,1,5,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,2
4224,2,2,1,1,1,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,2,2
308,1,2,3,1,2,1,2,1,4,2,2,2,2,3,2,1,1,1,3,2,4,1
7541,4,2,2,1,2,1,2,1,1,1,3,1,2,3,2,1,1,2,2,4,4,1
4860,1,1,1,1,1,1,1,1,5,1,1,1,1,5,7,1,1,1,1,1,2,2
1886,2,1,3,2,6,1,1,2,4,1,2,2,2,3,2,1,1,1,2,3,4,1
1746,2,2,4,1,2,1,1,2,1,1,2,2,2,3,2,1,1,1,2,3,1,6
2304,1,1,2,2,2,1,1,1,4,2,1,2,2,1,1,1,1,1,2,2,1,2
5683,1,3,3,2,1,1,1,1,9,2,1,3,2,3,2,1,1,1,2,1,2,6
5509,2,3,2,2,1,1,1,1,9,2,1,2,3,3,2,1,1,1,2,1,4,1
3534,2,1,4,2,2,1,1,1,1,2,1,2,2,2,3,1,1,1,2,3,2,2
1515,2,2,4,1,2,1,2,1,2,2,2,2,3,3,2,1,1,1,3,2,3,1
5863,1,1,5,1,5,1,1,2,3,2,3,2,1,1,1,1,1,1,3,4,2,4
2868,1,1,5,2,2,1,1,1,6,2,1,2,2,2,2,1,1,1,2,3,2,2
1287,1,2,4,2,2,1,1,1,1,2,1,2,2,3,3,1,1,1,2,3,1,2
4336,1,2,2,1,1,1,1,1,5,1,1,1,1,7,1,1,1,1,1,1,2,2
1934,1,3,4,1,2,1,2,1,10,2,2,2,3,3,2,1,1,1,3,2,4,1
80,1,1,3,2,6,1,1,2,9,1,2,2,2,3,2,1,1,1,2,3,4,1
3794,2,1,4,2,2,1,1,1,4,2,1,2,2,3,1,1,1,1,2,3,2,2
641,2,1,4,2,8,1,1,1,9,1,4,2,4,3,2,1,1,1,2,3,4,4
3813,1,3,7,1,4,1,2,2,5,1,1,2,2,3,2,1,1,1,2,3,4,2
5633,1,1,5,1,5,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,4
1025,1,2,4,1,2,1,1,2,4,1,2,2,2,3,2,1,1,1,2,2,2,6
4048,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,2
6853,2,1,4,1,1,1,1,2,3,2,3,1,1,3,2,1,1,1,3,4,2,4
3025,1,2,7,1,4,1,2,2,6,1,1,2,2,3,2,1,1,1,2,3,4,2
6707,2,3,4,1,5,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,4
4267,1,1,2,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,2,2
4141,2,1,5,2,2,1,1,1,9,2,1,2,2,1,3,1,1,1,2,3,2,2
6408,1,1,5,1,1,1,1,2,3,2,3,2,1,1,1,1,1,1,3,4,2,2
7773,1,3,4,1,5,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,4
5623,1,1,6,2,2,1,1,1,11,1,3,2,2,6,8,1,1,2,3,4,5,5
1315,2,3,2,1,2,1,2,1,10,2,2,2,2,3,2,1,1,1,3,2,4,1
5422,4,1,6,2,2,1,1,1,5,1,1,2,2,3,2,1,1,2,2,7,2,7
7433,3,3,2,1,2,1,2,1,1,1,3,2,2,3,2,1,1,2,2,4,4,1
1373,1,1,4,2,6,1,1,2,1,1,2,2,2,3,2,1,1,1,2,3,4,1
3792,2,1,5,2,2,1,1,1,9,2,1,2,2,1,2,1,1,1,2,2,1,2
1421,1,2,4,2,2,1,1,1,4,2,1,2,2,2,1,1,1,1,2,2,2,2
118,5,2,4,1,2,1,1,2,10,1,2,2,2,3,2,1,1,1,2,2,1,6
2260,1,2,4,2,2,1,1,1,9,2,1,2,2,3,1,1,1,1,2,3,1,2
1103,2,2,4,1,2,1,2,1,4,2,2,2,3,3,2,1,1,1,3,2,3,1
1426,1,3,2,1,2,1,2,1,2,2,2,3,3,3,2,1,1,1,3,3,4,1
2183,2,2,4,2,2,1,1,1,1,2,1,2,2,2,3,1,1,1,2,3,2,2
2692,1,1,4,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,3,2,2
2641,1,1,5,2,2,1,1,1,9,2,1,2,2,3,2,1,1,1,2,3,2,2
7205,3,3,5,1,1,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,4
6521,3,3,5,1,5,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,4
5012,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,1,1,1,1,1,2,4
4534,2,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,2
2470,1,2,2,2,2,1,1,1,1,2,1,2,2,3,3,1,1,1,2,2,2,2
7850,3,3,5,1,1,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,2
3379,1,2,2,2,2,1,1,1,1,2,1,2,2,3,1,1,1,1,2,3,1,2
2582,2,2,4,2,2,1,1,1,4,2,1,2,2,1,1,1,1,1,2,3,2,2
5492,2,1,7,2,2,1,1,1,5,1,1,2,2,3,2,1,1,2,2,7,2,7
1832,1,2,2,2,2,1,1,1,6,2,1,2,2,1,2,1,1,1,2,3,2,2
2453,1,2,5,2,2,1,1,1,1,2,1,2,2,3,1,1,1,1,2,3,1,2
2576,1,1,4,2,2,1,1,1,4,2,1,2,2,3,3,1,1,1,2,3,1,2
6434,2,3,4,1,3,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,4
5386,2,3,7,2,2,1,1,1,9,1,3,2,2,6,8,1,1,2,3,4,5,5
6795,2,1,4,1,1,1,1,2,3,2,3,1,1,3,2,1,1,1,3,4,2,3
5030,2,2,1,1,1,1,1,1,5,1,1,1,1,5,5,1,1,1,1,1,1,2
7168,3,3,4,1,1,1,1,2,3,2,3,2,1,1,1,1,1,1,3,4,2,3
997,4,3,3,2,8,1,1,1,9,1,5,2,2,3,2,1,1,1,2,2,6,7
1322,2,1,3,2,6,1,1,2,10,1,2,2,2,3,2,1,1,1,2,2,4,6
5382,2,3,6,2,1,1,1,1,9,2,1,3,2,3,2,1,1,1,2,1,2,6
2623,1,1,5,2,2,1,1,1,1,2,1,2,2,2,3,1,1,1,2,2,2,2
6319,1,1,5,1,1,1,1,2,3,2,3,1,1,3,1,1,1,1,3,4,2,4
2574,1,1,4,2,2,1,1,1,4,2,1,2,2,3,2,1,1,1,2,3,1,2
1480,1,3,4,1,2,1,2,1,4,2,2,3,2,3,2,1,1,1,3,3,4,1
5861,2,3,6,2,2,1,1,1,12,1,1,2,2,3,2,1,1,2,2,7,2,7
3412,1,2,5,2,2,1,1,1,6,2,1,2,2,1,3,1,1,1,2,2,2,2
7945,1,1,8,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,4,2,4
7123,2,1,4,1,3,1,1,2,3,2,3,2,2,3,1,1,1,1,3,4,2,4
4074,1,2,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1
7815,3,3,5,1,5,1,1,2,3,2,3,1,1,3,1,1,1,1,3,4,2,4
618,5,2,2,1,2,1,1,2,4,1,2,2,2,3,2,1,1,1,2,2,1,6
3238,1,2,2,1,1,1,1,1,2,1,1,1,1,5,7,1,1,1,1,1,2,2
3487,1,2,2,1,1,1,1,1,2,1,1,1,1,7,7,1,1,1,1,1,2,1
7108,3,1,5,1,1,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,2
773,2,2,2,1,2,1,2,1,2,2,2,3,2,3,2,1,1,1,3,3,3,1
3360,2,1,5,2,2,1,1,1,9,2,1,2,2,1,1,1,1,1,2,2,2,2
4586,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1
6178,2,3,5,1,5,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,3
5359,1,1,4,1,1,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,2
50,1,3,3,2,8,1,1,1,10,1,5,2,2,3,2,1,1,1,2,3,4,1
5583,2,3,2,2,1,1,1,1,1,2,1,2,2,3,2,1,1,1,2,1,4,6
733,1,1,3,2,8,1,1,1,5,1,5,2,2,3,2,1,1,1,2,3,6,1
245,1,3,3,2,8,1,2,2,1,2,1,2,2,3,2,1,1,1,2,8,2,2
7277,4,3,3,1,2,1,2,1,9,1,3,1,2,3,2,1,1,2,2,4,4,1
179,1,1,3,2,6,1,1,2,1,1,2,2,2,3,2,1,1,1,2,2,2,6
7012,2,3,4,1,1,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,4
17,1,1,3,2,6,1,1,2,4,1,2,2,2,3,2,1,1,1,2,2,4,6
4369,2,2,2,1,1,1,1,1,5,1,1,1,1,7,5,1,1,1,1,1,1,2
